"","date","mean.Solar","mean.Wind","mean.MaxWind","mean.Temp","plant.id","species","treatment","blooming","percent.cover","rich","perennial","X","uniID","abun","H","Simpson","Species","Even"
"15","4.11.2017",0.61,6.325,11.5375,18.575,"193","larrea","open","pre",1,4,"","","4.11.2017 193 open",13,1.81848316301237,0.816568047337278,7,0.934515483099356
"16","4.11.2017",0.61,6.325,11.5375,18.575,"193","larrea","shrub","pre",35,4,"","","4.11.2017 193 shrub",20,2.09899726554482,0.855,10,0.911582929956128
"17","4.11.2017",0.61,6.325,11.5375,18.575,"197","larrea","open","pre",5,4,"","","4.11.2017 197 open",13,1.73265872019921,0.781065088757396,7,0.890410444202866
"18","4.11.2017",0.61,6.325,11.5375,18.575,"197","larrea","shrub","pre",40,3,"","","4.11.2017 197 shrub",8,2.07944154167984,0.875,8,1
"19","4.11.2017",0.61,6.325,11.5375,18.575,"266","larrea","open","pre",1,4,"","","4.11.2017 266 open",15,2.08376603748565,0.862222222222222,9,0.948362793216102
"20","4.11.2017",0.61,6.325,11.5375,18.575,"266","larrea","shrub","pre",15,3,"","","4.11.2017 266 shrub",16,2.22002532783454,0.8828125,10,0.964144749563997
"21","4.11.2017",0.61,6.325,11.5375,18.575,"273","larrea","open","pre",5,3,"","","4.11.2017 273 open",9,1.42706104338072,0.716049382716049,5,0.886682880001534
"22","4.11.2017",0.61,6.325,11.5375,18.575,"273","larrea","shrub","pre",20,3,"","","4.11.2017 273 shrub",16,2.18299597703413,0.8515625,11,0.910380032772053
"23","4.11.2017",0.61,6.325,11.5375,18.575,"288","larrea","open","pre",1,5,"","","4.11.2017 288 open",12,2.25385758960135,0.888888888888889,10,0.978837914159631
"24","4.11.2017",0.61,6.325,11.5375,18.575,"288","larrea","shrub","pre",25,5,"","","4.11.2017 288 shrub",27,2.5163151268927,0.902606310013717,15,0.929198109351343
"25","4.12.2017",0.75875,6.6625,11.3625,18.6125,"180","larrea","open","pre",5,6,"","","4.12.2017 180 open",20,2.01124244197243,0.82,10,0.873471494318246
"26","4.12.2017",0.75875,6.6625,11.3625,18.6125,"180","larrea","shrub","pre",30,6,"","","4.12.2017 180 shrub",16,1.7479662368881,0.7578125,8,0.840594073866599
"27","4.12.2017",0.75875,6.6625,11.3625,18.6125,"191","larrea","open","pre",2,4,"","","4.12.2017 191 open",11,2.14584175259475,0.87603305785124,9,0.976614668672713
"28","4.12.2017",0.75875,6.6625,11.3625,18.6125,"191","larrea","shrub","pre",40,4,"","","4.12.2017 191 shrub",14,1.87116041423181,0.775510204081633,9,0.851601804172556
"29","4.12.2017",0.75875,6.6625,11.3625,18.6125,"196","larrea","open","pre",2,4,"","","4.12.2017 196 open",13,2.09814738913507,0.863905325443787,9,0.954908028417711
"30","4.12.2017",0.75875,6.6625,11.3625,18.6125,"196","larrea","shrub","pre",30,5,"","","4.12.2017 196 shrub",11,1.67262544615032,0.793388429752066,6,0.933510035736515
"31","4.12.2017",0.75875,6.6625,11.3625,18.6125,"198","larrea","open","pre",2,3,"","","4.12.2017 198 open",7,1.74786809746676,0.816326530612245,6,0.975503759006108
"32","4.12.2017",0.75875,6.6625,11.3625,18.6125,"198","larrea","shrub","pre",20,6,"1","","4.12.2017 198 shrub",20,2.08055716002842,0.825,11,0.86765972794149
"33","4.12.2017",0.75875,6.6625,11.3625,18.6125,"265","larrea","open","pre",2,5,"","","4.12.2017 265 open",5,1.6094379124341,0.8,5,1
"34","4.12.2017",0.75875,6.6625,11.3625,18.6125,"265","larrea","shrub","pre",10,5,"","","4.12.2017 265 shrub",12,1.82007597536062,0.819444444444444,7,0.93533402672483
"35","4.12.2017",0.75875,6.6625,11.3625,18.6125,"289","larrea","open","pre",1,4,"","","4.12.2017 289 open",12,1.90728399932138,0.819444444444444,8,0.917209722462608
"36","4.12.2017",0.75875,6.6625,11.3625,18.6125,"289","larrea","shrub","pre",25,4,"","","4.12.2017 289 shrub",13,2.24503527412618,0.887573964497041,10,0.975006431231153
"37","4.13.2017",0.76,6.1125,10.675,18.5625,"190","larrea","open","pre",5,5,"","","4.13.2017 190 open",19,2.21481036805071,0.869806094182826,11,0.923647664339402
"38","4.13.2017",0.76,6.1125,10.675,18.5625,"190","larrea","shrub","pre",40,5,"","","4.13.2017 190 shrub",16,2.01403552370927,0.8125,10,0.874684514304061
"39","4.13.2017",0.76,6.1125,10.675,18.5625,"267","larrea","open","pre",2,4,"","","4.13.2017 267 open",7,1.47507631105469,0.73469387755102,5,0.916516443199602
"40","4.13.2017",0.76,6.1125,10.675,18.5625,"267","larrea","shrub","pre",40,3,"","","4.13.2017 267 shrub",14,2.14395220064387,0.877551020408163,9,0.975754696519491
"41","4.13.2017",0.76,6.1125,10.675,18.5625,"272","larrea","open","pre",5,6,"","","4.13.2017 272 open",6,1.242453324894,0.666666666666667,4,0.896240625180289
"42","4.13.2017",0.76,6.1125,10.675,18.5625,"272","larrea","shrub","pre",25,6,"","","4.13.2017 272 shrub",11,1.76776147228933,0.793388429752066,7,0.908449690314596
"43","4.13.2017",0.76,6.1125,10.675,18.5625,"284","larrea","open","pre",1,3,"","","4.13.2017 284 open",10,1.69574253416963,0.8,6,0.946411928215015
"44","4.13.2017",0.76,6.1125,10.675,18.5625,"284","larrea","shrub","pre",15,3,"","","4.13.2017 284 shrub",7,1.74786809746676,0.816326530612245,6,0.975503759006108
"45","4.13.2017",0.76,6.1125,10.675,18.5625,"293","larrea","open","pre",10,6,"","","4.13.2017 293 open",10,1.27985422583367,0.7,4,0.923219672335508
"46","4.13.2017",0.76,6.1125,10.675,18.5625,"293","larrea","shrub","pre",40,4,"","","4.13.2017 293 shrub",21,1.94996846164554,0.820861678004535,9,0.887468892237478
"47","4.13.2017",0.76,6.1125,10.675,18.5625,"294","larrea","open","pre",2,6,"","","4.13.2017 294 open",6,1.242453324894,0.666666666666667,4,0.896240625180289
"48","4.13.2017",0.76,6.1125,10.675,18.5625,"294","larrea","shrub","pre",50,5,"1","","4.13.2017 294 shrub",17,1.95618746766045,0.844290657439446,8,0.940727319547624
"49","4.15.2017",0.76875,5.175,9.5125,18.5,"186","larrea","open","pre",8,6,"","","4.15.2017 186 open",5,0.950270539233235,0.56,3,0.864973520717927
"50","4.15.2017",0.76875,5.175,9.5125,18.5,"186","larrea","shrub","pre",20,5,"","","4.15.2017 186 shrub",31,1.74749478024879,0.767950052029136,9,0.795319148654046
"51","4.15.2017",0.76875,5.175,9.5125,18.5,"199","larrea","open","pre",40,7,"","","4.15.2017 199 open",21,1.74863014962641,0.784580498866213,8,0.840913348404983
"52","4.15.2017",0.76875,5.175,9.5125,18.5,"199","larrea","shrub","pre",55,4,"","","4.15.2017 199 shrub",23,1.86856883983026,0.790170132325142,9,0.850422327833052
"53","4.15.2017",0.76875,5.175,9.5125,18.5,"262","larrea","open","pre",10,2,"","","4.15.2017 262 open",10,1.47080847632211,0.74,5,0.913864688385322
"54","4.15.2017",0.76875,5.175,9.5125,18.5,"262","larrea","shrub","pre",35,4,"","","4.15.2017 262 shrub",29,1.69279908352657,0.72294887039239,9,0.770426064311921
"55","4.15.2017",0.76875,5.175,9.5125,18.5,"269","larrea","open","pre",10,4,"","","4.15.2017 269 open",12,2.09472904752765,0.861111111111111,9,0.953352274107169
"56","4.15.2017",0.76875,5.175,9.5125,18.5,"269","larrea","shrub","pre",55,4,"","","4.15.2017 269 shrub",20,2.31611392322149,0.88,12,0.932072809825305
"57","4.15.2017",0.76875,5.175,9.5125,18.5,"276","larrea","open","pre",10,5,"","","4.15.2017 276 open",20,1.65259022330187,0.76,7,0.849263376371286
"58","4.15.2017",0.76875,5.175,9.5125,18.5,"276","larrea","shrub","pre",25,7,"","","4.15.2017 276 shrub",15,1.70753917413507,0.737777777777778,8,0.821152766216101
"59","4.15.2017",0.76875,5.175,9.5125,18.5,"300","larrea","open","pre",2,7,"","","4.15.2017 300 open",10,2.16395565688206,0.88,9,0.984858661787546
"60","4.15.2017",0.76875,5.175,9.5125,18.5,"300","larrea","shrub","pre",25,5,"","","4.15.2017 300 shrub",11,2.14584175259475,0.87603305785124,9,0.976614668672713
"61","4.16.2017",0.73875,5.175,9.625,18.75,"146","larrea","open","pre",15,5,"","","4.16.2017 146 open",14,1.96523704938023,0.816326530612245,9,0.894417925983134
"62","4.16.2017",0.73875,5.175,9.625,18.75,"146","larrea","shrub","pre",20,4,"","","4.16.2017 146 shrub",6,1.56071040904141,0.777777777777778,5,0.969723899868247
"63","4.16.2017",0.73875,5.175,9.625,18.75,"188","larrea","open","pre",1,4,"","","4.16.2017 188 open",4,1.03972077083992,0.625,3,0.946394630357186
"64","4.16.2017",0.73875,5.175,9.625,18.75,"188","larrea","shrub","pre",70,4,"","","4.16.2017 188 shrub",10,1.50478828368119,0.76,5,0.934977529767123
"65","4.16.2017",0.73875,5.175,9.625,18.75,"195","larrea","open","pre",5,5,"","","4.16.2017 195 open",12,1.97920451743432,0.847222222222222,8,0.951796180735845
"66","4.16.2017",0.73875,5.175,9.625,18.75,"195","larrea","shrub","pre",50,5,"1","","4.16.2017 195 shrub",11,1.84622021932163,0.826446280991736,7,0.948769510358905
"67","4.16.2017",0.73875,5.175,9.625,18.75,"268","larrea","open","pre",1,5,"","","4.16.2017 268 open",9,1.83102048111352,0.814814814814815,7,0.940958390089299
"68","4.16.2017",0.73875,5.175,9.625,18.75,"268","larrea","shrub","pre",25,3,"","","4.16.2017 268 shrub",11,2.14584175259475,0.87603305785124,9,0.976614668672713
"69","4.16.2017",0.73875,5.175,9.625,18.75,"271","larrea","open","pre",2,6,"","","4.16.2017 271 open",2,0.693147180559945,0.5,2,1
"70","4.16.2017",0.73875,5.175,9.625,18.75,"271","larrea","shrub","pre",50,5,"","","4.16.2017 271 shrub",15,1.85942881514923,0.808888888888889,8,0.894196243500611
"71","4.16.2017",0.73875,5.175,9.625,18.75,"298","larrea","open","pre",10,8,"","","4.16.2017 298 open",3,1.09861228866811,0.666666666666667,3,1
"72","4.16.2017",0.73875,5.175,9.625,18.75,"298","larrea","shrub","pre",25,3,"","","4.16.2017 298 shrub",8,2.07944154167984,0.875,8,1
"73","4.17.2017",0.57375,5.5375,9.875,18.4125,"278","larrea","open","pre",15,6,"","","4.17.2017 278 open",3,0.636514168294813,0.444444444444444,2,0.918295834054489
"74","4.17.2017",0.57375,5.5375,9.875,18.4125,"278","larrea","shrub","pre",10,4,"","","4.17.2017 278 shrub",17,2.39470040585833,0.899653979238754,12,0.963698336942612
"75","4.17.2017",0.57375,5.5375,9.875,18.4125,"280","larrea","open","pre",10,5,"","","4.17.2017 280 open",8,1.90615474653985,0.84375,7,0.979569764547061
"76","4.17.2017",0.57375,5.5375,9.875,18.4125,"280","larrea","shrub","pre",35,3,"","","4.17.2017 280 shrub",22,2.31109788621271,0.884297520661157,12,0.9300542080363
"77","4.17.2017",0.57375,5.5375,9.875,18.4125,"282","larrea","open","pre",25,3,"","","4.17.2017 282 open",13,1.73265872019921,0.781065088757396,7,0.890410444202866
"78","4.17.2017",0.57375,5.5375,9.875,18.4125,"282","larrea","shrub","pre",20,5,"","","4.17.2017 282 shrub",13,1.2852930241201,0.591715976331361,6,0.717335694993616
"79","4.17.2017",0.57375,5.5375,9.875,18.4125,"291","larrea","open","pre",1,6,"","","4.17.2017 291 open",11,2.09827373952525,0.859504132231405,9,0.954965532958433
"80","4.17.2017",0.57375,5.5375,9.875,18.4125,"291","larrea","shrub","pre",35,3,"","","4.17.2017 291 shrub",17,1.78902216229094,0.809688581314879,7,0.91937552366406
"81","4.17.2017",0.57375,5.5375,9.875,18.4125,"295","larrea","open","pre",5,5,"","","4.17.2017 295 open",7,1.74786809746676,0.816326530612245,6,0.975503759006108
"82","4.17.2017",0.57375,5.5375,9.875,18.4125,"295","larrea","shrub","pre",40,4,"","","4.17.2017 295 shrub",13,1.99150936135661,0.85207100591716,8,0.957713559837711
"83","4.17.2017",0.57375,5.5375,9.875,18.4125,"299","larrea","open","pre",10,5,"","","4.17.2017 299 open",5,1.33217904021012,0.72,4,0.960964047443681
"84","4.17.2017",0.57375,5.5375,9.875,18.4125,"299","larrea","shrub","pre",15,3,"1","","4.17.2017 299 shrub",11,2.09827373952525,0.859504132231405,9,0.954965532958433
"85","4.19.2017",0.77625,6.025,10.0125,17.9,"264","larrea","open","pre",10,3,"","","4.19.2017 264 open",6,1.32966134885476,0.722222222222222,4,0.959147917027245
"86","4.19.2017",0.77625,6.025,10.0125,17.9,"264","larrea","shrub","pre",45,3,"","","4.19.2017 264 shrub",13,1.73265872019921,0.781065088757396,7,0.890410444202866
"87","4.19.2017",0.77625,6.025,10.0125,17.9,"270","larrea","open","pre",2,3,"","","4.19.2017 270 open",7,1.74786809746676,0.816326530612245,6,0.975503759006108
"88","4.19.2017",0.77625,6.025,10.0125,17.9,"270","larrea","shrub","pre",25,3,"","","4.19.2017 270 shrub",10,1.88669678465808,0.84,7,0.969570350190125
"89","4.19.2017",0.77625,6.025,10.0125,17.9,"283","larrea","open","pre",5,4,"","","4.19.2017 283 open",2,0.693147180559945,0.5,2,1
"90","4.19.2017",0.77625,6.025,10.0125,17.9,"283","larrea","shrub","pre",30,2,"","","4.19.2017 283 shrub",5,0.950270539233235,0.56,3,0.864973520717927
"91","4.19.2017",0.77625,6.025,10.0125,17.9,"286","larrea","open","pre",1,4,"","","4.19.2017 286 open",6,1.79175946922805,0.833333333333333,6,1
"92","4.19.2017",0.77625,6.025,10.0125,17.9,"286","larrea","shrub","pre",15,4,"","","4.19.2017 286 shrub",10,1.83437197028162,0.82,7,0.94268071481726
"93","4.19.2017",0.77625,6.025,10.0125,17.9,"290","larrea","open","pre",10,7,"","","4.19.2017 290 open",5,1.33217904021012,0.72,4,0.960964047443681
"94","4.19.2017",0.77625,6.025,10.0125,17.9,"290","larrea","shrub","pre",40,3,"","","4.19.2017 290 shrub",11,2.14584175259475,0.87603305785124,9,0.976614668672713
"95","4.19.2017",0.77625,6.025,10.0125,17.9,"297","larrea","open","pre",2,5,"","","4.19.2017 297 open",7,1.47507631105469,0.73469387755102,5,0.916516443199602
"96","4.19.2017",0.77625,6.025,10.0125,17.9,"297","larrea","shrub","pre",35,1,"","","4.19.2017 297 shrub",7,1.74786809746676,0.816326530612245,6,0.975503759006108
"97","4.20.2017",0.79875,6.125,10.3625,17.8625,"181","larrea","open","pre",2,2,"","","4.20.2017 181 open",9,2.19722457733622,0.888888888888889,9,1
"98","4.20.2017",0.79875,6.125,10.3625,17.8625,"181","larrea","shrub","pre",35,3,"","","4.20.2017 181 shrub",4,1.03972077083992,0.625,3,0.946394630357186
"99","4.20.2017",0.79875,6.125,10.3625,17.8625,"183","larrea","open","pre",5,5,"","","4.20.2017 183 open",10,2.16395565688206,0.88,9,0.984858661787546
"100","4.20.2017",0.79875,6.125,10.3625,17.8625,"183","larrea","shrub","pre",35,5,"","","4.20.2017 183 shrub",11,1.59416669911802,0.760330578512397,6,0.88972137527189
"101","4.20.2017",0.79875,6.125,10.3625,17.8625,"185","larrea","open","pre",10,6,"","","4.20.2017 185 open",4,1.38629436111989,0.75,4,1
"102","4.20.2017",0.79875,6.125,10.3625,17.8625,"185","larrea","shrub","pre",65,4,"","","4.20.2017 185 shrub",6,1.56071040904141,0.777777777777778,5,0.969723899868247
"103","4.20.2017",0.79875,6.125,10.3625,17.8625,"274","larrea","open","pre",10,4,"","","4.20.2017 274 open",10,1.83437197028162,0.82,7,0.94268071481726
"104","4.20.2017",0.79875,6.125,10.3625,17.8625,"274","larrea","shrub","pre",40,3,"","","4.20.2017 274 shrub",25,2.45614290558469,0.8864,15,0.906978350912776
"105","4.20.2017",0.79875,6.125,10.3625,17.8625,"281","larrea","open","pre",2,6,"","blue and white knocked over","4.20.2017 281 open",4,1.38629436111989,0.75,4,1
"106","4.20.2017",0.79875,6.125,10.3625,17.8625,"281","larrea","shrub","pre",30,4,"","","4.20.2017 281 shrub",2,0.693147180559945,0.5,2,1
"107","4.20.2017",0.79875,6.125,10.3625,17.8625,"287","larrea","open","pre",2,6,"","","4.20.2017 287 open",8,1.90615474653985,0.84375,7,0.979569764547061
"108","4.20.2017",0.79875,6.125,10.3625,17.8625,"287","larrea","shrub","pre",20,4,"","","4.20.2017 287 shrub",7,1.94591014905531,0.857142857142857,7,1
"109","4.22.2017",0.77375,5.425,9.675,17.2,"180","larrea","open","post",3,2,"","","4.22.2017 180 open",5,1.6094379124341,0.8,5,1
"110","4.22.2017",0.77375,5.425,9.675,17.2,"180","larrea","shrub","post",75,3,"","","4.22.2017 180 shrub",12,2.25385758960135,0.888888888888889,10,0.978837914159631
"111","4.22.2017",0.77375,5.425,9.675,17.2,"182","larrea","open","post",5,3,"","","4.22.2017 182 open",9,1.67698777432242,0.790123456790123,6,0.935944697445866
"112","4.22.2017",0.77375,5.425,9.675,17.2,"182","larrea","shrub","post",45,2,"","","4.22.2017 182 shrub",5,1.6094379124341,0.8,5,1
"113","4.22.2017",0.77375,5.425,9.675,17.2,"189","larrea","open","post",4,3,"","","4.22.2017 189 open",13,1.77823330579971,0.804733727810651,7,0.913831148197152
"114","4.22.2017",0.77375,5.425,9.675,17.2,"189","larrea","shrub","post",55,3,"","","4.22.2017 189 shrub",13,2.45831132968308,0.911242603550296,12,0.98929725585177
"115","4.22.2017",0.77375,5.425,9.675,17.2,"194","larrea","open","post",1,2,"","","4.22.2017 194 open",8,1.49417513828931,0.75,5,0.928383211769586
"116","4.22.2017",0.77375,5.425,9.675,17.2,"194","larrea","shrub","post",80,2,"","","4.22.2017 194 shrub",5,0.500402423538188,0.32,2,0.721928094887362
"117","4.22.2017",0.77375,5.425,9.675,17.2,"275","larrea","open","post",1,1,"","","4.22.2017 275 open",4,1.38629436111989,0.75,4,1
"118","4.22.2017",0.77375,5.425,9.675,17.2,"275","larrea","shrub","post",65,3,"","","4.22.2017 275 shrub",9,1.46481638489081,0.740740740740741,5,0.91014159264798
"119","4.22.2017",0.77375,5.425,9.675,17.2,"276","larrea","open","post",1,2,"","","4.22.2017 276 open",9,1.58109375017182,0.740740740740741,6,0.882425223544658
"120","4.22.2017",0.77375,5.425,9.675,17.2,"276","larrea","shrub","post",20,2,"","","4.22.2017 276 shrub",13,2.20478541691352,0.875739644970414,10,0.957526140346302
"121","4.23.2017",0.7775,4.575,9.4,17.1625,"146","larrea","open","post",5,3,"","","4.23.2017 146 open",7,1.94591014905531,0.857142857142857,7,1
"122","4.23.2017",0.7775,4.575,9.4,17.1625,"146","larrea","shrub","post",45,2,"","","4.23.2017 146 shrub",7,1.5498260458782,0.775510204081633,5,0.962961064794514
"123","4.23.2017",0.7775,4.575,9.4,17.1625,"195","larrea","open","post",4,3,"","","4.23.2017 195 open",4,1.03972077083992,0.625,3,0.946394630357186
"124","4.23.2017",0.7775,4.575,9.4,17.1625,"195","larrea","shrub","post",50,2,"2","","4.23.2017 195 shrub",5,1.6094379124341,0.8,5,1
"125","4.23.2017",0.7775,4.575,9.4,17.1625,"197","larrea","open","post",1,1,"","","4.23.2017 197 open",26,1.07698796612705,0.497041420118343,6,0.601078428563322
"126","4.23.2017",0.7775,4.575,9.4,17.1625,"197","larrea","shrub","post",60,2,"","","4.23.2017 197 shrub",2,0.693147180559945,0.5,2,1
"127","4.23.2017",0.7775,4.575,9.4,17.1625,"266","larrea","open","post",2,2,"","","4.23.2017 266 open",6,1.79175946922805,0.833333333333333,6,1
"128","4.23.2017",0.7775,4.575,9.4,17.1625,"266","larrea","shrub","post",40,2,"","","4.23.2017 266 shrub",5,1.6094379124341,0.8,5,1
"129","4.23.2017",0.7775,4.575,9.4,17.1625,"267","larrea","open","post",1,2,"","","4.23.2017 267 open",4,1.38629436111989,0.75,4,1
"130","4.23.2017",0.7775,4.575,9.4,17.1625,"267","larrea","shrub","post",35,2,"","","4.23.2017 267 shrub",4,1.03972077083992,0.625,3,0.946394630357186
"131","4.23.2017",0.7775,4.575,9.4,17.1625,"289","larrea","open","post",1,2,"","","4.23.2017 289 open",7,1.47507631105469,0.73469387755102,5,0.916516443199602
"132","4.23.2017",0.7775,4.575,9.4,17.1625,"289","larrea","shrub","post",45,3,"","","4.23.2017 289 shrub",8,1.66746193342929,0.78125,6,0.930628224416578
"133","4.26.2017",0.65625,5.1875,10.4625,17.4,"192","larrea","open","post",1,3,"","","4.26.2017 192 open",5,1.33217904021012,0.72,4,0.960964047443681
"134","4.26.2017",0.65625,5.1875,10.4625,17.4,"192","larrea","shrub","post",65,1,"","","4.26.2017 192 shrub",11,1.76776147228933,0.793388429752066,7,0.908449690314596
"135","4.26.2017",0.65625,5.1875,10.4625,17.4,"196","larrea","open","post",2,2,"","","4.26.2017 196 open",7,1.94591014905531,0.857142857142857,7,1
"136","4.26.2017",0.65625,5.1875,10.4625,17.4,"196","larrea","shrub","post",40,2,"","","4.26.2017 196 shrub",8,1.73286795139986,0.8125,6,0.967132018086354
"137","4.26.2017",0.65625,5.1875,10.4625,17.4,"264","larrea","open","post",2,2,"","","4.26.2017 264 open",10,2.02532622077007,0.86,8,0.973976031629121
"138","4.26.2017",0.65625,5.1875,10.4625,17.4,"264","larrea","shrub","post",80,2,"","","4.26.2017 264 shrub",8,1.90615474653985,0.84375,7,0.979569764547061
"139","4.26.2017",0.65625,5.1875,10.4625,17.4,"295","larrea","open","post",1,3,"","","4.26.2017 295 open",5,1.33217904021012,0.72,4,0.960964047443681
"140","4.26.2017",0.65625,5.1875,10.4625,17.4,"295","larrea","shrub","post",45,1,"","","4.26.2017 295 shrub",10,1.83437197028162,0.82,7,0.94268071481726
"141","4.26.2017",0.65625,5.1875,10.4625,17.4,"298","larrea","open","post",8,4,"","","4.26.2017 298 open",6,1.56071040904141,0.777777777777778,5,0.969723899868247
"142","4.26.2017",0.65625,5.1875,10.4625,17.4,"298","larrea","shrub","post",25,2,"","","4.26.2017 298 shrub",8,1.66746193342929,0.78125,6,0.930628224416578
"143","4.26.2017",0.65625,5.1875,10.4625,17.4,"301","larrea","open","post",1,3,"","","4.26.2017 301 open",5,1.6094379124341,0.8,5,1
"144","4.26.2017",0.65625,5.1875,10.4625,17.4,"301","larrea","shrub","post",45,2,"","","4.26.2017 301 shrub",4,0.562335144618808,0.375,2,0.811278124459133
"145","4.27.2017",0.66,4.125,9.2375,17.3625,"188","larrea","open","post",4,4,"","","4.27.2017 188 open",3,1.09861228866811,0.666666666666667,3,1
"146","4.27.2017",0.66,4.125,9.2375,17.3625,"188","larrea","shrub","post",60,2,"","","4.27.2017 188 shrub",12,0.286835983056161,0.152777777777778,2,0.413816850303634
"147","4.27.2017",0.66,4.125,9.2375,17.3625,"262","larrea","open","post",5,4,"","","4.27.2017 262 open",0,0,1,0,0
"148","4.27.2017",0.66,4.125,9.2375,17.3625,"262","larrea","shrub","post",40,2,"","","4.27.2017 262 shrub",5,1.05492016798614,0.64,3,0.960229717860761
"149","4.27.2017",0.66,4.125,9.2375,17.3625,"282","larrea","open","post",3,2,"","","4.27.2017 282 open",7,1.94591014905531,0.857142857142857,7,1
"150","4.27.2017",0.66,4.125,9.2375,17.3625,"282","larrea","shrub","post",20,3,"","","4.27.2017 282 shrub",4,1.03972077083992,0.625,3,0.946394630357186
"151","4.27.2017",0.66,4.125,9.2375,17.3625,"293","larrea","open","post",1,3,"","","4.27.2017 293 open",1,0,0,1,NA
"152","4.27.2017",0.66,4.125,9.2375,17.3625,"293","larrea","shrub","post",8,2,"","","4.27.2017 293 shrub",2,0.693147180559945,0.5,2,1
"153","4.27.2017",0.66,4.125,9.2375,17.3625,"294","larrea","open","post",1,1,"","","4.27.2017 294 open",1,0,0,1,NA
"154","4.27.2017",0.66,4.125,9.2375,17.3625,"294","larrea","shrub","post",20,3,"","","4.27.2017 294 shrub",3,1.09861228866811,0.666666666666667,3,1
"155","4.27.2017",0.66,4.125,9.2375,17.3625,"297","larrea","open","post",1,4,"","","4.27.2017 297 open",0,0,1,0,0
"156","4.27.2017",0.66,4.125,9.2375,17.3625,"297","larrea","shrub","post",25,1,"","","4.27.2017 297 shrub",2,0.693147180559945,0.5,2,1
"157","4.29.2017",0.8125,5,10.05,17.2625,"114","larrea","open","post",2,1,"","","4.29.2017 114 open",9,2.19722457733622,0.888888888888889,9,1
"158","4.29.2017",0.8125,5,10.05,17.2625,"114","larrea","shrub","post",5,2,"","","4.29.2017 114 shrub",11,1.76776147228933,0.793388429752066,7,0.908449690314596
"159","4.29.2017",0.8125,5,10.05,17.2625,"190","larrea","open","post",3,1,"","","4.29.2017 190 open",10,2.02532622077007,0.86,8,0.973976031629121
"160","4.29.2017",0.8125,5,10.05,17.2625,"190","larrea","shrub","post",20,3,"","","4.29.2017 190 shrub",14,2.30461938482067,0.887755102040816,11,0.96110093337444
"161","4.29.2017",0.8125,5,10.05,17.2625,"269","larrea","open","post",1,3,"","","4.29.2017 269 open",5,1.33217904021012,0.72,4,0.960964047443681
"162","4.29.2017",0.8125,5,10.05,17.2625,"269","larrea","shrub","post",20,2,"","","4.29.2017 269 shrub",13,2.45831132968308,0.911242603550296,12,0.98929725585177
"163","4.29.2017",0.8125,5,10.05,17.2625,"270","larrea","open","post",2,3,"","","4.29.2017 270 open",4,1.38629436111989,0.75,4,1
