"","uniID","sp.clean","Quantity"
"158","4.11.2017 266 shrub","Diptera",1
"159","4.11.2017 266 shrub","Hymenoptera",1
"160","4.11.2017 266 shrub","Lasioglossum",2
"161","4.11.2017 266 shrub","Miridae",3
"162","4.11.2017 266 shrub","Nymph",2
"163","4.11.2017 266 shrub","Pompilidae",1
"164","4.11.2017 273 open","Asilidae",1
"165","4.11.2017 273 open","Cicadellidae",2
"166","4.11.2017 273 open","Coleoptera",5
"167","4.11.2017 273 open","Mythicomyiidae",4
"168","4.11.2017 273 open","Thysanoptera",1
"169","4.11.2017 273 open","Usiinae",1
"170","4.11.2017 273 shrub","Acalypterate",1
"171","4.11.2017 273 shrub","Chalcidoidea",1
"172","4.11.2017 273 shrub","Chyromyidae",1
"173","4.11.2017 273 shrub","Cicadellidae",5
"174","4.11.2017 273 shrub","Coleoptera",5
"175","4.11.2017 273 shrub","Formicidae",1
"176","4.11.2017 273 shrub","Lasioglossum",2
"177","4.11.2017 273 shrub","Miscophus",1
"178","4.11.2017 273 shrub","Orthoptera",1
"179","4.11.2017 273 shrub","Scaeva/Eupeodes",1
"180","4.11.2017 273 shrub","Thysanoptera",1
"181","4.11.2017 288 open","Acalypterate",3
"182","4.11.2017 288 open","Araneae",1
"183","4.11.2017 288 open","Cicadellidae",1
"184","4.11.2017 288 open","Coleoptera",3
"185","4.11.2017 288 open","Lasioglossum",1
"186","4.11.2017 288 open","Miridae",1
"187","4.11.2017 288 open","Mythicomyiidae",2
"188","4.11.2017 288 open","Tachinidae",1
"189","4.11.2017 288 open","Thysanoptera",2
"190","4.11.2017 288 shrub","Andrena",1
"191","4.11.2017 288 shrub","Cecidomyiidae",1
"192","4.11.2017 288 shrub","Chalcidoidea",2
"193","4.11.2017 288 shrub","Cicadellidae",5
"194","4.11.2017 288 shrub","Diptera",3
"195","4.11.2017 288 shrub","Formicidae",1
"196","4.11.2017 288 shrub","Halictus?",1
"197","4.11.2017 288 shrub","Hemiptera",3
"198","4.11.2017 288 shrub","Lasioglossum",2
"199","4.11.2017 288 shrub","Mythicomyiidae",4
"200","4.11.2017 288 shrub","Tachinidae",1
"201","4.11.2017 288 shrub","Thysanoptera",3
"202","4.12.2017 180 open","Araneae",1
"203","4.12.2017 180 open","Cicadellidae",3
"204","4.12.2017 180 open","Coleoptera",7
"205","4.12.2017 180 open","Diptera",3
"206","4.12.2017 180 open","Lasioglossum",2
"207","4.12.2017 180 open","Mutillidae",1
"208","4.12.2017 180 open","Mythicomyiidae",7
"209","4.12.2017 180 open","Scaeva/Eupeodes",1
"210","4.12.2017 180 open","Tachinidae",1
"211","4.12.2017 180 shrub","Asilidae",1
"212","4.12.2017 180 shrub","Cicadellidae",7
"213","4.12.2017 180 shrub","Coleoptera",4
"214","4.12.2017 180 shrub","Hemiptera?",1
"215","4.12.2017 180 shrub","Lauxaniidae?",1
"216","4.12.2017 180 shrub","Milichidae?",1
"217","4.12.2017 180 shrub","Miridae",2
"218","4.12.2017 180 shrub","Mythicomyiidae",2
"219","4.12.2017 180 shrub","Rhopalidae/Lygaeidae",1
"220","4.12.2017 180 shrub","Thysanoptera",1
"221","4.12.2017 191 open","Cecidomyiidae",1
"222","4.12.2017 191 open","Cicadellidae",1
"223","4.12.2017 191 open","Coleoptera",12
"224","4.12.2017 191 open","Miridae",2
"225","4.12.2017 191 open","Mythicomyiidae",2
"226","4.12.2017 191 open","Pronotacantha annulata",1
"227","4.12.2017 191 open","Thysanoptera",1
"228","4.12.2017 191 shrub","Cecidomyiidae",1
"229","4.12.2017 191 shrub","Cicadellidae",6
"230","4.12.2017 191 shrub","Coleoptera",1
"231","4.12.2017 191 shrub","Lasioglossum",1
"232","4.12.2017 191 shrub","Lauxaniidae?",2
"233","4.12.2017 191 shrub","Lygaeoidea",1
"234","4.12.2017 191 shrub","Miridae",1
"235","4.12.2017 191 shrub","Mythicomyiidae",1
"236","4.12.2017 191 shrub","Tachinidae",1
"237","4.12.2017 196 open","Cicadellidae",1
"238","4.12.2017 196 open","Coleoptera",5
"239","4.12.2017 196 open","Diptera",2
"240","4.12.2017 196 open","Hymenoptera",1
"241","4.12.2017 196 open","Lasioglossum",3
"242","4.12.2017 196 open","Miridae",2
"243","4.12.2017 196 open","Mythicomyiidae",2
"244","4.12.2017 196 open","Nymphalidae",1
"245","4.12.2017 196 open","Phoridae",1
"246","4.12.2017 196 shrub","Asilidae",1
"247","4.12.2017 196 shrub","Chalcidoidea",1
"248","4.12.2017 196 shrub","Cicadellidae",3
"249","4.12.2017 196 shrub","Miridae",2
"250","4.12.2017 196 shrub","Mythicomyiidae",3
"251","4.12.2017 196 shrub","Pronotacantha annulata",1
"252","4.12.2017 196 shrub","Thysanoptera",1
"253","4.12.2017 198 open","Acalypterate",1
"254","4.12.2017 198 open","Chalcidoidea",1
"255","4.12.2017 198 open","Cicadellidae",1
"256","4.12.2017 198 open","Coleoptera",5
"257","4.12.2017 198 open","Miridae",1
"258","4.12.2017 198 open","Mythicomyiidae",2
"259","4.12.2017 198 open","Tachinidae",1
"260","4.12.2017 198 shrub","Acalypterate",1
"261","4.12.2017 198 shrub","Araneae",1
"262","4.12.2017 198 shrub","Asilidae",1
"263","4.12.2017 198 shrub","Cecidomyiidae",1
"264","4.12.2017 198 shrub","Chalcidoidea",1
"265","4.12.2017 198 shrub","Cicadellidae",7
"266","4.12.2017 198 shrub","Crabronidae",1
"267","4.12.2017 198 shrub","Curculionidae",1
"268","4.12.2017 198 shrub","Mythicomyiidae",3
"269","4.12.2017 198 shrub","Pronotacantha annulata",1
"270","4.12.2017 198 shrub","Thysanoptera",2
"271","4.12.2017 265 open","Coleoptera",6
"272","4.12.2017 265 open","Crabronidae?",1
"273","4.12.2017 265 open","Hemiptera",1
"274","4.12.2017 265 open","Hymenoptera",1
"275","4.12.2017 265 open","Lytta auriculata",1
"276","4.12.2017 265 open","Mythicomyiidae",1
"277","4.12.2017 265 open","Scaeva/Eupeodes",1
"278","4.12.2017 265 shrub","Andrena",1
"279","4.12.2017 265 shrub","Cicadellidae",1
"280","4.12.2017 265 shrub","Coleoptera",4
"281","4.12.2017 265 shrub","Lasioglossum",1
"282","4.12.2017 265 shrub","Miridae",3
"283","4.12.2017 265 shrub","Mythicomyiidae",3
"284","4.12.2017 265 shrub","Scaeva/Eupeodes",1
"285","4.12.2017 265 shrub","Thysanoptera",2
"286","4.12.2017 289 open","Cecidomyiidae",1
"287","4.12.2017 289 open","Cicadellidae",1
"288","4.12.2017 289 open","Coleoptera",6
"289","4.12.2017 289 open","Diptera",1
"290","4.12.2017 289 open","Lonchaeidae?",1
"291","4.12.2017 289 open","Mythicomyiidae",4
"292","4.12.2017 289 open","Nymph",1
"293","4.12.2017 289 open","Pronotacantha annulata",1
"294","4.12.2017 289 open","Tachinidae",2
"295","4.12.2017 289 shrub","Acalypterate",1
"296","4.12.2017 289 shrub","Araneae",2
"297","4.12.2017 289 shrub","Asilidae",1
"298","4.12.2017 289 shrub","Cecidomyiidae",1
"299","4.12.2017 289 shrub","Cercopidae",1
"300","4.12.2017 289 shrub","Cicadellidae",2
"301","4.12.2017 289 shrub","Coleoptera",1
"302","4.12.2017 289 shrub","Lasioglossum",1
"303","4.12.2017 289 shrub","Milichidae?",1
"304","4.12.2017 289 shrub","Mythicomyiidae",2
"305","4.12.2017 289 shrub","Tephritidae",1
"306","4.13.2017 190 open","Asilidae",2
"307","4.13.2017 190 open","Cicadellidae",1
"308","4.13.2017 190 open","Coleoptera",14
"309","4.13.2017 190 open","Diptera",7
"310","4.13.2017 190 open","Halictus",1
"311","4.13.2017 190 open","Mythicomyiidae",1
"312","4.13.2017 190 open","Scaeva/Eupeodes",1
"313","4.13.2017 190 open","Tephritidae",1
"314","4.13.2017 190 open","Thysanoptera",4
"315","4.13.2017 190 shrub","Chalcidoidea",2
"316","4.13.2017 190 shrub","Cicadellidae",6
"317","4.13.2017 190 shrub","Coleoptera",1
"318","4.13.2017 190 shrub","Diptera",1
"319","4.13.2017 190 shrub","Lasioglossum",1
"320","4.13.2017 190 shrub","Miscophus",1
"321","4.13.2017 190 shrub","Mythicomyiidae",1
"322","4.13.2017 190 shrub","Nymph",1
"323","4.13.2017 190 shrub","Scaeva/Eupeodes",1
"324","4.13.2017 190 shrub","Thysanoptera",1
"325","4.13.2017 267 open","Chalcidoidea",1
"326","4.13.2017 267 open","Coleoptera",16
"327","4.13.2017 267 open","Miridae",3
"328","4.13.2017 267 open","Scaeva/Eupeodes",1
"329","4.13.2017 267 open","Thysanoptera",1
"330","4.13.2017 267 open","Usiinae",1
"331","4.13.2017 267 shrub","Cecidomyiidae",1
"332","4.13.2017 267 shrub","Chalcidoidea",1
"333","4.13.2017 267 shrub","Cicadellidae",2
"334","4.13.2017 267 shrub","Coleoptera",7
"335","4.13.2017 267 shrub","Crabronidae",1
"336","4.13.2017 267 shrub","Crabronidae?",1
"337","4.13.2017 267 shrub","Diptera",2
"338","4.13.2017 267 shrub","Miridae",2
"339","4.13.2017 267 shrub","Nymph",2
"340","4.13.2017 267 shrub","Tachinidae",1
"341","4.13.2017 267 shrub","Thysanoptera",2
"342","4.13.2017 272 open","Coleoptera",7
"343","4.13.2017 272 open","Mythicomyiidae",1
"344","4.13.2017 272 open","Nymph",3
"345","4.13.2017 272 open","Sarcophagidae",1
"346","4.13.2017 272 open","Thysanoptera",1
"347","4.13.2017 272 shrub","Asilidae",1
"348","4.13.2017 272 shrub","Cecidomyiidae",2
"349","4.13.2017 272 shrub","Cicadellidae",1
"350","4.13.2017 272 shrub","Coleoptera",2
"351","4.13.2017 272 shrub","Lasioglossum",1
"352","4.13.2017 272 shrub","Miridae",1
"353","4.13.2017 272 shrub","Mythicomyiidae",1
"354","4.13.2017 272 shrub","Nymph",4
"355","4.13.2017 284 open","Acalypterate",1
"356","4.13.2017 284 open","Curculionidae",1
"357","4.13.2017 284 open","Lasioglossum",1
"358","4.13.2017 284 open","Miridae",3
"359","4.13.2017 284 open","Mythicomyiidae",2
"360","4.13.2017 284 open","Nymph",2
"361","4.13.2017 284 shrub","Cecidomyiidae",1
"362","4.13.2017 284 shrub","Cicadellidae",1
"363","4.13.2017 284 shrub","Hemiptera?",1
"364","4.13.2017 284 shrub","Mythicomyiidae",2
"365","4.13.2017 284 shrub","Thysanoptera",1
"366","4.13.2017 293 open","Coleoptera",3
"367","4.13.2017 293 open","Diptera",4
"368","4.13.2017 293 open","Mythicomyiidae",2
"369","4.13.2017 293 open","Nymph",3
"370","4.13.2017 293 open","Scaeva/Eupeodes",1
"371","4.13.2017 293 shrub","Aphididae",1
"372","4.13.2017 293 shrub","Chalcidoidea",2
"373","4.13.2017 293 shrub","Cicadellidae",7
"374","4.13.2017 293 shrub","Coleoptera",2
"375","4.13.2017 293 shrub","Diptera",2
"376","4.13.2017 293 shrub","Formicidae",3
"377","4.13.2017 293 shrub","Miridae",1
"378","4.13.2017 293 shrub","Mythicomyiidae",3
"379","4.13.2017 293 shrub","Thysanoptera",2
"380","4.13.2017 294 open","Coleoptera",3
"381","4.13.2017 294 open","metallic",1
"382","4.13.2017 294 open","Mythicomyiidae",3
"383","4.13.2017 294 open","Nymph",1
"384","4.13.2017 294 open","Scaeva/Eupeodes",1
"385","4.13.2017 294 shrub","Cecidomyiidae",1
"386","4.13.2017 294 shrub","Cicadellidae",4
"387","4.13.2017 294 shrub","Diptera",1
"388","4.13.2017 294 shrub","Miridae",3
"389","4.13.2017 294 shrub","Mythicomyiidae",2
"390","4.13.2017 294 shrub","Nymph",2
"391","4.13.2017 294 shrub","Orthoptera",1
"392","4.13.2017 294 shrub","spiny wing margin",1
"393","4.13.2017 294 shrub","Thysanoptera",2
"394","4.15.2017 186 open","Coleoptera",19
"395","4.15.2017 186 open","Miridae",3
"396","4.15.2017 186 open","Mythicomyiidae",1
"397","4.15.2017 186 open","Phoridae",1
"398","4.15.2017 186 shrub","Cicadellidae",7
"399","4.15.2017 186 shrub","Coleoptera",10
"400","4.15.2017 186 shrub","Curculionidae",1
"401","4.15.2017 186 shrub","Diptera",1
"402","4.15.2017 186 shrub","Formicidae",1
"403","4.15.2017 186 shrub","Lasioglossum",3
"404","4.15.2017 186 shrub","Miridae",1
"405","4.15.2017 186 shrub","Mythicomyiidae",4
"406","4.15.2017 186 shrub","Nymph",1
"407","4.15.2017 186 shrub","Thysanoptera",12
"408","4.15.2017 199 open","Cecidomyiidae",1
"409","4.15.2017 199 open","Chloropidae?",1
"410","4.15.2017 199 open","Cicadellidae",7
"411","4.15.2017 199 open","Coleoptera",10
"412","4.15.2017 199 open","Lasioglossum",1
"413","4.15.2017 199 open","Mythicomyiidae",4
"414","4.15.2017 199 open","Nymph",1
"415","4.15.2017 199 open","Pipunculidae",1
"416","4.15.2017 199 open","Thysanoptera",5
"417","4.15.2017 199 shrub","Berytidae",2
"418","4.15.2017 199 shrub","Chalcidoidea",1
"419","4.15.2017 199 shrub","Cicadellidae",9
"420","4.15.2017 199 shrub","Coleoptera",9
"421","4.15.2017 199 shrub","Harpactorinae",1
"422","4.15.2017 199 shrub","Lasioglossum",1
"423","4.15.2017 199 shrub","Miridae",3
"424","4.15.2017 199 shrub","Mythicomyiidae",2
"425","4.15.2017 199 shrub","Nymph",3
"426","4.15.2017 199 shrub","Pompilidae",1
"427","4.15.2017 262 open","Asilidae",1
"428","4.15.2017 262 open","Cicadellidae",1
"429","4.15.2017 262 open","Coleoptera",30
"430","4.15.2017 262 open","Diptera",1
"431","4.15.2017 262 open","Mythicomyiidae",2
"432","4.15.2017 262 open","Thysanoptera",4
"433","4.15.2017 262 open","yellow wing veins and legs",1
"434","4.15.2017 262 shrub","Asilidae",2
"435","4.15.2017 262 shrub","Cicadellidae",4
"436","4.15.2017 262 shrub","Coleoptera",12
"437","4.15.2017 262 shrub","Cysteodemus",1
"438","4.15.2017 262 shrub","Delphacidae",1
"439","4.15.2017 262 shrub","Diptera",14
"440","4.15.2017 262 shrub","Lasioglossum",1
"441","4.15.2017 262 shrub","Miridae",1
"442","4.15.2017 262 shrub","Mythicomyiidae",3
"443","4.15.2017 262 shrub","Nymph",1
"444","4.15.2017 262 shrub","Orthoptera",1
"445","4.15.2017 269 open","Cicadellidae",2
"446","4.15.2017 269 open","Coccinellidae larva",1
"447","4.15.2017 269 open","Coleoptera",7
"448","4.15.2017 269 open","Mythicomyiidae",1
"449","4.15.2017 269 open","Nymph",1
"450","4.15.2017 269 open","Phoridae?",1
"451","4.15.2017 269 open","Rhopalidae/Lygaeidae",1
"452","4.15.2017 269 open","Thysanoptera",3
"453","4.15.2017 269 open","wingless wasp",1
"454","4.15.2017 269 shrub","Cercopidae",1
"455","4.15.2017 269 shrub","Chalcidoidea",1
"456","4.15.2017 269 shrub","Cicadellidae",5
"457","4.15.2017 269 shrub","Coleoptera",3
"458","4.15.2017 269 shrub","Eupompha elegans",1
"459","4.15.2017 269 shrub","Formicidae",1
"460","4.15.2017 269 shrub","Miridae",2
"461","4.15.2017 269 shrub","Mythicomyiidae",2
"462","4.15.2017 269 shrub","Nymph",1
"463","4.15.2017 269 shrub","parasitic",2
"464","4.15.2017 269 shrub","Scaeva/Eupeodes",2
"465","4.15.2017 269 shrub","Thysanoptera",2
"466","4.15.2017 276 open","Cercopidae",8
"467","4.15.2017 276 open","Coleoptera",1
"468","4.15.2017 276 open","Mythicomyiidae",6
"469","4.15.2017 276 open","Phoridae",1
"470","4.15.2017 276 open","Rhopalidae/Lygaeidae",3
"471","4.15.2017 276 open","Thysanoptera",1
"472","4.15.2017 276 shrub","Cicadellidae",7
"473","4.15.2017 276 shrub","Coleoptera",4
"474","4.15.2017 276 shrub","Formicidae",1
"475","4.15.2017 276 shrub","Lasioglossum",1
"476","4.15.2017 276 shrub","Miridae",1
"477","4.15.2017 276 shrub","Nymph",2
"478","4.15.2017 276 shrub","Sciaridae",1
"479","4.15.2017 276 shrub","Therevidae",1
"480","4.15.2017 276 shrub","Thysanoptera",1
"481","4.15.2017 300 open","Chalcidoidea",1
"482","4.15.2017 300 open","Cicadellidae",2
"483","4.15.2017 300 open","Coleoptera",6
"484","4.15.2017 300 open","Curculionidae",1
"485","4.15.2017 300 open","Diptera",2
"486","4.15.2017 300 open","Lasioglossum",1
"487","4.15.2017 300 open","Miscophus",1
"488","4.15.2017 300 open","Muscidae",1
"489","4.15.2017 300 open","Mutillidae",1
"490","4.15.2017 300 shrub","Acalypterate",1
"491","4.15.2017 300 shrub","Apis mellifera",1
"492","4.15.2017 300 shrub","Chalcidoidea?",1
"493","4.15.2017 300 shrub","Cicadellidae",2
"494","4.15.2017 300 shrub","Coleoptera",5
"495","4.15.2017 300 shrub","Delphacidae",1
"496","4.15.2017 300 shrub","Distinctive stigma",1
"497","4.15.2017 300 shrub","Geocoridae",1
"498","4.15.2017 300 shrub","Miridae",1
"499","4.15.2017 300 shrub","Mythicomyiidae",2
"500","4.16.2017 146 open","Araneae",1
"501","4.16.2017 146 open","Chalcidoidea",3
"502","4.16.2017 146 open","Cicadellidae",5
"503","4.16.2017 146 open","Coleoptera",13
"504","4.16.2017 146 open","Eupompha elegans",1
"505","4.16.2017 146 open","Lasioglossum",1
"506","4.16.2017 146 open","Mythicomyiidae",1
"507","4.16.2017 146 open","Nymph",2
"508","4.16.2017 146 shrub","Cicadellidae",1
"509","4.16.2017 146 shrub","Coleoptera",6
"510","4.16.2017 146 shrub","Lasioglossum",1
"511","4.16.2017 146 shrub","Miridae",1
"512","4.16.2017 146 shrub","Mythicomyiidae",1
"513","4.16.2017 188 open","Coleoptera",13
"514","4.16.2017 188 open","Lasioglossum",2
"515","4.16.2017 188 open","Mythicomyiidae",1
"516","4.16.2017 188 shrub","Cecidomyiidae",1
"517","4.16.2017 188 shrub","Cicadellidae",3
"518","4.16.2017 188 shrub","Coleoptera",1
"519","4.16.2017 188 shrub","Lasioglossum",2
"520","4.16.2017 188 shrub","Mythicomyiidae",1
"521","4.16.2017 188 shrub","Nymph",3
"522","4.16.2017 195 open","Asilidae",2
"523","4.16.2017 195 open","Coleoptera",30
"524","4.16.2017 195 open","Curculionidae",1
"525","4.16.2017 195 open","Lasioglossum",1
"526","4.16.2017 195 open","Miridae",3
"527","4.16.2017 195 open","Mythicomyiidae",1
"528","4.16.2017 195 open","Scaeva/Eupeodes",1
"529","4.16.2017 195 open","wasp",2
"530","4.16.2017 195 shrub","Aphididae",1
"531","4.16.2017 195 shrub","Asilidae",1
"532","4.16.2017 195 shrub","Cicadellidae",2
"533","4.16.2017 195 shrub","Coleoptera",7
"534","4.16.2017 195 shrub","Miridae",2
"535","4.16.2017 195 shrub","Mythicomyiidae",3
"536","4.16.2017 195 shrub","Nymph",1
"537","4.16.2017 195 shrub","parasitic",1
"538","4.16.2017 268 open","Chalcidoidea",1
"539","4.16.2017 268 open","Cicadellidae",3
"540","4.16.2017 268 open","Coleoptera",47
"541","4.16.2017 268 open","Diptera",1
"542","4.16.2017 268 open","Lasioglossum",1
"543","4.16.2017 268 open","Miridae",1
"544","4.16.2017 268 open","Mythicomyiidae",1
"545","4.16.2017 268 open","Thysanoptera",1
"546","4.16.2017 268 shrub","Asilidae",1
"547","4.16.2017 268 shrub","Bombyliidae",1
"548","4.16.2017 268 shrub","chamaemyiidae?",1
"549","4.16.2017 268 shrub","Cicadellidae",1
"550","4.16.2017 268 shrub","Coleoptera",5
"551","4.16.2017 268 shrub","Miridae",1
"552","4.16.2017 268 shrub","Miscophus",1
"553","4.16.2017 268 shrub","Mythicomyiidae",2
"554","4.16.2017 268 shrub","Nymph",2
"555","4.16.2017 268 shrub","wingless wasp",1
"556","4.16.2017 271 open","Coleoptera",11
"557","4.16.2017 271 open","Mythicomyiidae",1
"558","4.16.2017 271 open","Nymph",1
"559","4.16.2017 271 shrub","Cecidomyiidae",1
"560","4.16.2017 271 shrub","Chalcidoidea",1
"561","4.16.2017 271 shrub","Cicadellidae",5
"562","4.16.2017 271 shrub","Coleoptera",7
"563","4.16.2017 271 shrub","Formicidae",1
"564","4.16.2017 271 shrub","Membracidae",1
